설문일련번호,설문제목,설문설명,설문항목번호,설문항목,항목별답변번호,항목별답변,답변응답수,설문등록일자,설문종료여부
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",9,위 8번과 관련하여 4대문안 도로 일부 또는 전체를 통제한다면 그 시행시기를 언제 하는 것이 좋을까요?,1,평일(04:00 ~ 17:00),135,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",9,위 8번과 관련하여 4대문안 도로 일부 또는 전체를 통제한다면 그 시행시기를 언제 하는 것이 좋을까요?,2,주말(토·일) 또는 공휴일(04:00~17:00),331,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",10,위 8번과 관련하여 4대문안 도로 일부 또는 전체를 통제한다면 그 방법은?,1,모든 차량을 통제하여 시민들이 자유롭게 즐길 수 있는 축제 공간으로 활용,187,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",10,위 8번과 관련하여 4대문안 도로 일부 또는 전체를 통제한다면 그 방법은?,2,시내버스 등 대중교통 통행 허용,279,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",11,위 8번과 관련하여 4대문안 도로 일부 또는 전체를 통제(모든 자동차 진입 통제)한다면 귀하는 승용차 이용을 억제하고 대중교통을 이용할 의사가 있는지?  (승용차 이용자만 답변),1,승용차 이용을 억제하고 대중교통을 이용하겠음,419,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",11,위 8번과 관련하여 4대문안 도로 일부 또는 전체를 통제(모든 자동차 진입 통제)한다면 귀하는 승용차 이용을 억제하고 대중교통을 이용할 의사가 있는지?  (승용차 이용자만 답변),2,우회도로를 이용하는 한이 있어도 승용차를 이용하겠음,47,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",12,귀하의 성별은?,1,남 자,252,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",12,귀하의 성별은?,2,여 자 ,214,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",13,귀하의 나이는?,1,20대,88,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",13,귀하의 나이는?,2,30대,171,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",13,귀하의 나이는?,3,40대,103,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",13,귀하의 나이는?,4,50대,59,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",13,귀하의 나이는?,5,60대이상,45,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",14,지금 살고 계시는 곳은 어디입니까?,1,서울시,359,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",14,지금 살고 계시는 곳은 어디입니까?,2,인천시,11,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",14,지금 살고 계시는 곳은 어디입니까?,3,경기도,68,2013-06-11 11:33:07.0,종료
1846,‘서울 승용차 없는 날’ 시행관련 시민의견 수렴,"안녕하십니까?



승용차 없는 날(Car-Free Day)은 1997년 프랑 서부 항구도시인 라로쉐에서 처음 시작되어 유럽 및 전세계 도시로 확산되어 매년 9.22 전세계 40여개국 2,000여개 도시가 참여하는 세계적 행사가 되었습니다.



우리나라에서는 2001년부터 환경, 에너지, 소비자 단체들의 주도아래 ‘차 없는 날 ’행사가 시작되어 2006년에 지방자치단체 최초로 서울시가 ‘서울 차 없는 날’행사를 개최 후 각 시도가 동참하여 개최하고 있습니다.



서울시에서는 자동차 의존적인 생활과 자동차 위주의 도시를 탈피하고 교통, 에너지, 환경문제를 해결하는 교통정책과 도시문화 정착을 위해 ‘승용차 없는 날’ 확대를 위한 시민여러분들의 의견을 듣고자하오니, 바쁘시더라도 귀중한 시간을 할애하여 설문에 참여하여 주신다면 감사하겠습니다.



시민 여러분의 의견은 ‘2013년 서울 승용차 없는 날’ 확대를 위한 자료로만 사용되며, 개인의 응답내용은 비밀이 보장될 것입니다. 



감사합니다.



 # 문의처 : 서울특별시 친환경교통과 신병호

         【☏2133 - 3636, e-mail) byouhgho@seoul.go.kr】 ",14,지금 살고 계시는 곳은 어디입니까?,4,그 외 지역  ,28,2013-06-11 11:33:07.0,종료
1847,시민 안보의식 및 을지연습에 대한 시민여론조사,서울의 안보의식 및 을지연습에 대한 시민인지도 등을 파악하여 향후 을지연습 계획수립 및 발전방안을 마련하는데 필요한 기초자료로 활용하고자 하오니 많은 참여바랍니다.,1,귀하께서는 우리나라의 안보상황이 어떤 수준이라고 생각하십니까?,1,매우 안정적이다,13,2013-06-11 13:09:24.0,종료
1847,시민 안보의식 및 을지연습에 대한 시민여론조사,서울의 안보의식 및 을지연습에 대한 시민인지도 등을 파악하여 향후 을지연습 계획수립 및 발전방안을 마련하는데 필요한 기초자료로 활용하고자 하오니 많은 참여바랍니다.,1,귀하께서는 우리나라의 안보상황이 어떤 수준이라고 생각하십니까?,2,어느 정도 안정적이다,145,2013-06-11 13:09:24.0,종료
1847,시민 안보의식 및 을지연습에 대한 시민여론조사,서울의 안보의식 및 을지연습에 대한 시민인지도 등을 파악하여 향후 을지연습 계획수립 및 발전방안을 마련하는데 필요한 기초자료로 활용하고자 하오니 많은 참여바랍니다.,1,귀하께서는 우리나라의 안보상황이 어떤 수준이라고 생각하십니까?,3,불안정한 편이다,206,2013-06-11 13:09:24.0,종료
1847,시민 안보의식 및 을지연습에 대한 시민여론조사,서울의 안보의식 및 을지연습에 대한 시민인지도 등을 파악하여 향후 을지연습 계획수립 및 발전방안을 마련하는데 필요한 기초자료로 활용하고자 하오니 많은 참여바랍니다.,1,귀하께서는 우리나라의 안보상황이 어떤 수준이라고 생각하십니까?,4,매우 불안정한 편이다,51,2013-06-11 13:09:24.0,종료
1847,시민 안보의식 및 을지연습에 대한 시민여론조사,서울의 안보의식 및 을지연습에 대한 시민인지도 등을 파악하여 향후 을지연습 계획수립 및 발전방안을 마련하는데 필요한 기초자료로 활용하고자 하오니 많은 참여바랍니다.,2,귀하께서는 서울시민의 안보의식 수준은 어떠하다고 생각하십니까?,1,매우 높은 편이다,19,2013-06-11 13:09:24.0,종료
1847,시민 안보의식 및 을지연습에 대한 시민여론조사,서울의 안보의식 및 을지연습에 대한 시민인지도 등을 파악하여 향후 을지연습 계획수립 및 발전방안을 마련하는데 필요한 기초자료로 활용하고자 하오니 많은 참여바랍니다.,2,귀하께서는 서울시민의 안보의식 수준은 어떠하다고 생각하십니까?,2,높은 편이다,75,2013-06-11 13:09:24.0,종료
1847,시민 안보의식 및 을지연습에 대한 시민여론조사,서울의 안보의식 및 을지연습에 대한 시민인지도 등을 파악하여 향후 을지연습 계획수립 및 발전방안을 마련하는데 필요한 기초자료로 활용하고자 하오니 많은 참여바랍니다.,2,귀하께서는 서울시민의 안보의식 수준은 어떠하다고 생각하십니까?,3, 보통이다,133,2013-06-11 13:09:24.0,종료
1847,시민 안보의식 및 을지연습에 대한 시민여론조사,서울의 안보의식 및 을지연습에 대한 시민인지도 등을 파악하여 향후 을지연습 계획수립 및 발전방안을 마련하는데 필요한 기초자료로 활용하고자 하오니 많은 참여바랍니다.,2,귀하께서는 서울시민의 안보의식 수준은 어떠하다고 생각하십니까?,4,낮은 편이다,136,2013-06-11 13:09:24.0,종료
1847,시민 안보의식 및 을지연습에 대한 시민여론조사,서울의 안보의식 및 을지연습에 대한 시민인지도 등을 파악하여 향후 을지연습 계획수립 및 발전방안을 마련하는데 필요한 기초자료로 활용하고자 하오니 많은 참여바랍니다.,2,귀하께서는 서울시민의 안보의식 수준은 어떠하다고 생각하십니까?,5,매우 낮은 편이다,52,2013-06-11 13:09:24.0,종료
1847,시민 안보의식 및 을지연습에 대한 시민여론조사,서울의 안보의식 및 을지연습에 대한 시민인지도 등을 파악하여 향후 을지연습 계획수립 및 발전방안을 마련하는데 필요한 기초자료로 활용하고자 하오니 많은 참여바랍니다.,3,"귀하께서는 중ㆍ고등학생들, 즉 청소년들의 안보의식 수준은 어떠하다고 생각 하십니까?",1,매우 높은 편이다,20,2013-06-11 13:09:24.0,종료
1847,시민 안보의식 및 을지연습에 대한 시민여론조사,서울의 안보의식 및 을지연습에 대한 시민인지도 등을 파악하여 향후 을지연습 계획수립 및 발전방안을 마련하는데 필요한 기초자료로 활용하고자 하오니 많은 참여바랍니다.,3,"귀하께서는 중ㆍ고등학생들, 즉 청소년들의 안보의식 수준은 어떠하다고 생각 하십니까?",2,높은 편이다,36,2013-06-11 13:09:24.0,종료
1847,시민 안보의식 및 을지연습에 대한 시민여론조사,서울의 안보의식 및 을지연습에 대한 시민인지도 등을 파악하여 향후 을지연습 계획수립 및 발전방안을 마련하는데 필요한 기초자료로 활용하고자 하오니 많은 참여바랍니다.,3,"귀하께서는 중ㆍ고등학생들, 즉 청소년들의 안보의식 수준은 어떠하다고 생각 하십니까?",3,보통이다,91,2013-06-11 13:09:24.0,종료
1847,시민 안보의식 및 을지연습에 대한 시민여론조사,서울의 안보의식 및 을지연습에 대한 시민인지도 등을 파악하여 향후 을지연습 계획수립 및 발전방안을 마련하는데 필요한 기초자료로 활용하고자 하오니 많은 참여바랍니다.,3,"귀하께서는 중ㆍ고등학생들, 즉 청소년들의 안보의식 수준은 어떠하다고 생각 하십니까?",4,낮은 편이다,145,2013-06-11 13:09:24.0,종료
